0 1 25
25 26 1
1 2 26
26 27 2
2 3 27
27 28 3
3 4 28
28 29 4
4 5 29
29 30 5
5 6 30
30 31 6
6 7 31
31 32 7
7 8 32
32 33 8
8 9 33
33 34 9
9 10 34
34 35 10
10 11 35
35 36 11
11 12 36
36 37 12
12 13 37
37 38 13
13 14 38
38 39 14
14 15 39
39 40 15
15 16 40
40 41 16
16 17 41
41 42 17
17 18 42
42 43 18
18 19 43
43 44 19
19 20 44
44 45 20
20 21 45
45 46 21
21 22 46
46 47 22
22 23 47
47 48 23
23 24 48
25 26 49
49 50 26
26 27 50
50 51 27
27 28 51
51 52 28
28 29 52
52 53 29
29 30 53
53 54 30
30 31 54
54 55 31
31 32 55
55 56 32
32 33 56
56 57 33
33 34 57
57 58 34
34 35 58
58 59 35
35 36 59
59 60 36
36 37 60
60 61 37
37 38 61
61 62 38
38 39 62
62 63 39
39 40 63
63 64 40
40 41 64
64 65 41
41 42 65
65 66 42
42 43 66
66 67 43
43 44 67
67 68 44
44 45 68
68 69 45
45 46 69
69 70 46
46 47 70
70 71 47
47 48 71
49 50 72
72 73 50
50 51 73
73 74 51
51 52 74
74 75 52
52 53 75
75 76 53
53 54 76
76 77 54
54 55 77
77 78 55
55 56 78
78 79 56
56 57 79
79 80 57
57 58 80
80 81 58
58 59 81
81 82 59
59 60 82
82 83 60
60 61 83
83 84 61
61 62 84
84 85 62
62 63 85
85 86 63
63 64 86
86 87 64
64 65 87
87 88 65
65 66 88
88 89 66
66 67 89
89 90 67
67 68 90
90 91 68
68 69 91
91 92 69
69 70 92
92 93 70
70 71 93
72 73 94
94 95 73
73 74 95
95 96 74
74 75 96
96 97 75
75 76 97
97 98 76
76 77 98
98 99 77
77 78 99
99 100 78
78 79 100
100 101 79
79 80 101
101 102 80
80 81 102
102 103 81
81 82 103
103 104 82
82 83 104
104 105 83
83 84 105
105 106 84
84 85 106
106 107 85
85 86 107
107 108 86
86 87 108
108 109 87
87 88 109
109 110 88
88 89 110
110 111 89
89 90 111
111 112 90
90 91 112
112 113 91
91 92 113
113 114 92
92 93 114
94 95 115
115 116 95
95 96 116
116 117 96
96 97 117
117 118 97
97 98 118
118 119 98
98 99 119
119 120 99
99 100 120
120 121 100
100 101 121
121 122 101
101 102 122
122 123 102
102 103 123
123 124 103
103 104 124
124 125 104
104 105 125
125 126 105
105 106 126
126 127 106
106 107 127
127 128 107
107 108 128
128 129 108
108 109 129
129 130 109
109 110 130
130 131 110
110 111 131
131 132 111
111 112 132
132 133 112
112 113 133
133 134 113
113 114 134
115 116 135
135 136 116
116 117 136
136 137 117
117 118 137
137 138 118
118 119 138
138 139 119
119 120 139
139 140 120
120 121 140
140 141 121
121 122 141
141 142 122
122 123 142
142 143 123
123 124 143
143 144 124
124 125 144
144 145 125
125 126 145
145 146 126
